course_name,concept,wikidata_qid,wikidata_label,wikidata_description,wikidata_url
Physics 2,curl (mathematics),Q206310,curl,differential operator describing the rotation at a point in a 3D vector field,https://www.wikidata.org/wiki/Q206310
Physics 2,stokes' theorem,Q467756,Stokes' theorem,theorem in vector calculus,https://www.wikidata.org/wiki/Q467756
Physics 2,displacement current,Q853178,displacement current,electromagnetism,https://www.wikidata.org/wiki/Q853178
Physics 2,wave equation,Q193846,wave equation,second-order linear differential equation important in physics,https://www.wikidata.org/wiki/Q193846
Physics 2,poynting vector,Q504186,Poynting vector,measure of directional energy flux,https://www.wikidata.org/wiki/Q504186
Physics 2,geometrical optics,Q467980,geometrical optics,model of optics describing light as geometric rays,https://www.wikidata.org/wiki/Q467980
Physics 2,wave optics,Q942347,physical optics,"branch of optics that studies interference, diffraction, polarization",https://www.wikidata.org/wiki/Q942347
Physics 2,fermat's principle,Q331041,Fermat's principle,principle of least time,https://www.wikidata.org/wiki/Q331041
Physics 2,interference (wave propagation),,,,
Physics 2,diffraction,Q133900,diffraction,various phenomena that occur when a wave encounters an obstacle or a slit,https://www.wikidata.org/wiki/Q133900
Physics 2,diffraction grating,Q653294,diffraction grating,optical system diffracting light into several components based on interference,https://www.wikidata.org/wiki/Q653294
Physics 2,x-ray,Q34777,X-ray,electromagnetic radiation of wavelength ranging from 10 pm to 10 nm,https://www.wikidata.org/wiki/Q34777
Physics 2,x-ray diffraction,Q12101244,X-ray diffraction,physical phenomenon,https://www.wikidata.org/wiki/Q12101244
Physics 2,bragg's law,Q847354,Bragg's law,gives the angles for coherent and incoherent scattering from a crystal lattice,https://www.wikidata.org/wiki/Q847354
Physics 2,polarization (waves),Q193760,polarization,property of waves that can oscillate with more than one orientation,https://www.wikidata.org/wiki/Q193760
Physics 2,birefringence,Q108779,birefringence,optical phenomenon,https://www.wikidata.org/wiki/Q108779
Physics 2,theory of relativity,Q43514,theory of relativity,two interrelated physics theories by Albert Einstein,https://www.wikidata.org/wiki/Q43514
Physics 2,lorentz transformation,Q217255,Lorentz transformation,space-time coordinates transformation that conserves the form of electromagnetism laws,https://www.wikidata.org/wiki/Q217255
Physics 2,length contraction,Q836595,length contraction,the contraction of length in the direction of propagation,https://www.wikidata.org/wiki/Q836595
Physics 2,time dilation,Q185918,time dilation,measured time difference as explained by relativity theory,https://www.wikidata.org/wiki/Q185918
Physics 2,relativistic mass,Q719048,mass in special relativity,concept that incorporates the general understandings from the laws of motion of special relativity along with its concept of mass–energy equivalence,https://www.wikidata.org/wiki/Q719048
Physics 2,relativistic energy,,,,
Physics 2,thermal radiation,Q192593,thermal radiation,electromagnetic radiation generated by the thermal motion of charged particles in matter,https://www.wikidata.org/wiki/Q192593
Physics 2,photoelectric effect,Q83213,photoelectric effect,emission of electrons when light hits a material,https://www.wikidata.org/wiki/Q83213
Physics 2,compton scattering,Q25424022,Compton scattering,scattering of a photon off of a charged particle,https://www.wikidata.org/wiki/Q25424022
Physics 2,bohr model,Q172948,Bohr model,atomic model introduced by Niels Bohr in 1913,https://www.wikidata.org/wiki/Q172948
Physics 2,matter wave,Q193907,matter wave,aspect of wave–particle duality,https://www.wikidata.org/wiki/Q193907
Physics 2,schrodinger equation,Q165498,Schrödinger equation,partial differential equation describing how the quantum state of a non-relativistic physical system changes with time,https://www.wikidata.org/wiki/Q165498
Physics 2,de broglie hypothesis,Q118358976,de Broglie hypothesis,1924 thesis on the wave behaviour of matter,https://www.wikidata.org/wiki/Q118358976
Physics 2,heisenberg uncertainty principle,Q44746,uncertainty principle,Fundamental principle in quantum physics,https://www.wikidata.org/wiki/Q44746
Physics 2,wave function,Q2362761,wave function,"mathematical description of the quantum state of a system; complex-valued probability amplitude, and the probabilities for the possible results of measurements made on the system can be derived from it",https://www.wikidata.org/wiki/Q2362761
Physics 2,atomic physics,Q26383,atomic physics,field of physics studying atoms,https://www.wikidata.org/wiki/Q26383
Physics 2,atomic spectrum,,,,
Physics 2,laser,Q38867,laser,device which emits light via optical amplification,https://www.wikidata.org/wiki/Q38867
Physics 2,population inversion,Q126904,population inversion,"state of a physical system in which more members are in higher, excited energy states than in lower, unexcited states",https://www.wikidata.org/wiki/Q126904
Physics 2,solid-state physics,Q715396,solid-state physics,branch of physics of matter in the solid state,https://www.wikidata.org/wiki/Q715396
Physics 2,chemical bond,Q44424,chemical bond,lasting attraction between atoms that enables the formation of chemical compounds,https://www.wikidata.org/wiki/Q44424
Physics 2,crystal lattice,Q105451063,fundamental lattice vector,fundamental translation vector for a crystal lattice,https://www.wikidata.org/wiki/Q105451063
Physics 2,effective mass,Q1064434,effective mass,"the mass that it seems to have when responding to forces, or the mass that it seems to have when interacting with other identical particles in a thermal distribution",https://www.wikidata.org/wiki/Q1064434
Physics 2,semiconductor,Q11456,semiconductor,material that has electrical conductivity intermediate to that of a conductor and an insulator,https://www.wikidata.org/wiki/Q11456
Physics 2,superconductivity,Q124131,superconductivity,electrical conductivity with exactly zero resistance,https://www.wikidata.org/wiki/Q124131
Elements of modern physics,quantum mechanics,Q944,quantum mechanics,fundamental theory in physics describing the properties of nature on an atomic scale,https://www.wikidata.org/wiki/Q944
Elements of modern physics,wave-particle duality,Q193068,wave–particle duality,conclusion that quantum objects behave at times like particles and at times like waves,https://www.wikidata.org/wiki/Q193068
Elements of modern physics,de broglie wave,Q193907,matter wave,aspect of wave–particle duality,https://www.wikidata.org/wiki/Q193907
Elements of modern physics,bohr model,Q172948,Bohr model,atomic model introduced by Niels Bohr in 1913,https://www.wikidata.org/wiki/Q172948
Elements of modern physics,schrödinger equation,Q165498,Schrödinger equation,partial differential equation describing how the quantum state of a non-relativistic physical system changes with time,https://www.wikidata.org/wiki/Q165498
Elements of modern physics,wave function,Q2362761,wave function,"mathematical description of the quantum state of a system; complex-valued probability amplitude, and the probabilities for the possible results of measurements made on the system can be derived from it",https://www.wikidata.org/wiki/Q2362761
Elements of modern physics,heisenberg uncertainty principle,Q44746,uncertainty principle,Fundamental principle in quantum physics,https://www.wikidata.org/wiki/Q44746
Elements of modern physics,atomic physics,Q26383,atomic physics,field of physics studying atoms,https://www.wikidata.org/wiki/Q26383
Elements of modern physics,hydrogen atom,Q6643508,hydrogen atom,atom of element hydrogen,https://www.wikidata.org/wiki/Q6643508
Elements of modern physics,zeeman effect,Q201805,Zeeman effect,effect of splitting a spectral line into several components in the presence of a static magnetic field,https://www.wikidata.org/wiki/Q201805
Elements of modern physics,electron spin,Q13534105,electron magnetic dipole moment,spin of an electron,https://www.wikidata.org/wiki/Q13534105
Elements of modern physics,pauli exclusion principle,Q131594,Pauli exclusion principle,quantum mechanical principle that two identical fermions cannot occupy the same quantum state simultaneously,https://www.wikidata.org/wiki/Q131594
Elements of modern physics,laser,Q38867,laser,device which emits light via optical amplification,https://www.wikidata.org/wiki/Q38867
Elements of modern physics,condensed matter physics,Q214781,condensed matter physics,branch of physics dealing with a property of matter,https://www.wikidata.org/wiki/Q214781
Elements of modern physics,chemical bond,Q44424,chemical bond,lasting attraction between atoms that enables the formation of chemical compounds,https://www.wikidata.org/wiki/Q44424
Elements of modern physics,crystal structure,Q895901,crystal structure,unique arrangement of atoms or molecules in a crystalline liquid or solid,https://www.wikidata.org/wiki/Q895901
Elements of modern physics,semiconductor,Q11456,semiconductor,material that has electrical conductivity intermediate to that of a conductor and an insulator,https://www.wikidata.org/wiki/Q11456
Elements of modern physics,insulator,Q178150,insulator,"material whose internal electric charges do not flow freely, and which therefore does not conduct an electric current",https://www.wikidata.org/wiki/Q178150
Elements of modern physics,superconductor,Q16331841,superconductor,material capable of superconduction,https://www.wikidata.org/wiki/Q16331841
Elements of modern physics,nuclear physics,Q81197,nuclear physics,field of physics that deals with the structure and behavior of atomic nuclei,https://www.wikidata.org/wiki/Q81197
