conceptQID,fieldQID
Q25518718,Q7150
Q28456301,Q7150
Q30593199,Q7150
Q45874067,Q7150
Q55614590,Q7150
Q56575300,Q7150
Q65091659,Q7150
Q105096490,Q7150
Q105104282,Q7150
Q109467191,Q7150
Q109867403,Q7150
Q110250183,Q7150
Q110792560,Q7150
Q110808826,Q7150
Q110984958,Q7150
Q111169341,Q7150
Q111174191,Q7150
Q111174213,Q7150
Q111174422,Q7150
Q111187226,Q7150
Q111326830,Q7150
Q111535406,Q7150
Q111535413,Q7150
Q111535774,Q7150
Q111725235,Q7150
Q111725287,Q7150
Q111797843,Q7150
Q111797854,Q7150
Q111952414,Q7150
Q111958041,Q7150
Q111970261,Q7150
Q112042646,Q7150
Q112056784,Q7150
Q112056987,Q7150
Q112057547,Q7150
Q112057575,Q7150
Q112057584,Q7150
Q860374,Q5001951
Q2043282,Q5001951
Q104654618,Q5283178
Q7877,Q11372
Q2475074,Q11372
Q12140686,Q11372
Q113467676,Q3136952
Q11739436,Q3349060
Q3999,Q3615129
Q105661746,Q4390239
Q12797896,Q11680831
Q190993,Q5728861
Q111352,Q6499736
Q73138804,Q8380731
Q15,Q38157
Q64797228,Q38157
Q242677,Q39072
Q282640,Q39072
Q622657,Q39072
Q833495,Q39072
Q835678,Q39072
Q860380,Q39072
Q877707,Q39072
Q1074135,Q39072
Q1308149,Q39072
Q1360134,Q39072
Q2467478,Q39072
Q3274096,Q39072
Q5163412,Q39072
Q5333450,Q39072
Q6038653,Q39072
Q125458750,Q17014367
Q899388,Q17233037
Q989632,Q17233037
Q3246940,Q17233037
Q3510521,Q17233037
Q5276156,Q17233037
Q25102376,Q17233037
Q60748006,Q17233037
Q85754890,Q17233037
Q117321249,Q17233037
Q12453,Q394
Q9184145,Q12336277
Q190993,Q12744095
Q1976068,Q12744095
Q3520855,Q12744095
Q149584,Q2029930
Q3578710,Q2029930
Q15783860,Q2029930
Q29166,Q11473
Q170431,Q11473
Q175974,Q11473
Q177045,Q11473
Q179380,Q11473
Q187465,Q11473
Q190983,Q11473
Q193523,Q11473
Q202151,Q11473
Q214967,Q11473
Q223106,Q11473
Q165838,Q20417087
Q62712528,Q19924411
Q96786496,Q19924411
Q109673446,Q2030542
Q769571,Q2043282
Q794803,Q2043282
Q806718,Q2043282
Q899279,Q2043282
Q940607,Q2043282
Q1047352,Q2043282
Q1141436,Q2043282
Q1434104,Q2043282
Q1481411,Q2043282
Q1662013,Q2043282
Q1753002,Q2043282
Q2029841,Q2043282
Q2353825,Q2043282
Q4116214,Q2043282
Q4738155,Q2043282
Q7007379,Q2043282
Q9206128,Q2043282
Q11606393,Q2043282
Q11801807,Q2043282
Q12371458,Q2043282
Q109560148,Q2043282
Q122957739,Q2043282
Q55636735,Q20514253
Q104886715,Q20514253
Q110852808,Q103884376
Q1816633,Q104637425
Q1818058,Q105107179
Q126552,Q2043282
Q131508,Q2043282
Q149584,Q2043282
Q185941,Q2043282
Q192803,Q2043282
Q193959,Q2043282
Q228729,Q2043282
Q295441,Q2043282
Q380767,Q2043282
Q393903,Q2043282
Q462877,Q2043282
Q485643,Q2043282
Q629107,Q2043282
Q629350,Q2043282
Q131857,Q27964550
Q201539,Q27964550
Q1571080,Q27992545
Q12617626,Q27992545
Q12617627,Q27992545
Q110673113,Q110672270
Q5538738,Q112269680
Q15609389,Q118987766
Q122999260,Q122705444
Q1390,Q39286
Q22708,Q39286
Q23005,Q39286
Q822890,Q39286
Q1210274,Q39286
Q4054694,Q39286
Q7429713,Q39286
Q104392682,Q39286
Q111541628,Q39286
Q111803613,Q39286
Q112184073,Q39286
Q112265192,Q39286
Q112265246,Q39286
Q113198072,Q39286
Q129676715,Q39286
Q7465477,Q40634
Q12839511,Q40634
Q61963396,Q40634
Q193959,Q39809
Q7390,Q40998
Q8183,Q40998
Q11461,Q40998
Q146863,Q40998
Q181767,Q40998
Q191328,Q40998
Q678132,Q40998
Q833734,Q40998
Q1323472,Q40998
Q18659572,Q40998
Q19571832,Q40998
Q49124804,Q40998
Q70339337,Q40998
Q98047362,Q40998
Q124760542,Q40998
Q177708,Q2347178
Q267505,Q2347178
Q3377398,Q2347178
Q396188,Q2116549
Q19588327,Q2135371
Q107025633,Q2177756
Q1200733,Q2294553
Q2068981,Q2294553
Q7042801,Q2294553
Q48967834,Q2294553
Q714601,Q2310752
Q10650052,Q2313213
Q786184,Q2321196
Q12244500,Q2321196
Q118369092,Q2321196
Q1321978,Q2330376
Q5333597,Q2445082
Q2043282,Q2414942
Q23583088,Q2428433
Q96395242,Q2434424
Q471194,Q2305675
Q114158512,Q2305675
Q119415893,Q2305675
Q120538707,Q2305675
Q428691,Q43035
Q1361503,Q43035
Q2974048,Q43035
Q113905611,Q43035
Q7325,Q42002
Q9268,Q42002
Q7797462,Q42002
Q56370353,Q42002
Q104151483,Q42002
Q118923921,Q42002
Q369503,Q161437
Q107337955,Q2353818
Q99310794,Q2370897
Q6504956,Q2374463
Q102047184,Q2374463
Q15324,Q42250
Q1148989,Q42250
Q1395805,Q42250
Q12719646,Q42250
Q17993626,Q42250
Q56285927,Q42250
Q65211861,Q42250
Q115958789,Q42250
Q122999437,Q42250
Q123741560,Q42250
Q124635122,Q42250
Q124635142,Q42250
Q9510,Q44325
Q203872,Q44325
Q461674,Q44325
Q468777,Q44325
Q758243,Q44325
Q16889133,Q44325
Q42278,Q161764
Q3504655,Q161764
Q113662469,Q161764
Q2,Q46255
Q3230,Q46255
Q8070,Q46255
Q8072,Q46255
Q42278,Q46255
Q1664027,Q46255
Q113662469,Q46255
Q119711123,Q46255
Q12078,Q162555
Q425158,Q162555
Q1637543,Q162555
Q17037142,Q162555
Q18557904,Q162555
Q45314268,Q162555
Q111796831,Q162555
Q112498967,Q162555
Q122615215,Q162555
Q570309,Q44497
Q105992270,Q44497
Q105992327,Q44497
Q105992890,Q44497
Q4006,Q42515
Q12108897,Q42515
Q11078,Q162606
Q11364,Q162606
Q12206,Q162606
Q220551,Q162606
Q635195,Q162606
Q929963,Q162606
Q1124286,Q162606
Q1426443,Q162606
Q1641429,Q162606
Q2892779,Q162606
Q12412172,Q162606
Q15974799,Q162606
Q16595323,Q162606
Q55790157,Q162606
Q55790286,Q162606
Q1620914,Q50056
Q1400881,Q47555
Q3497299,Q47555
Q25521246,Q47555
Q36214810,Q42515
Q60533375,Q42515
Q122277482,Q42515
Q124610530,Q42515
Q11033,Q50636
Q340169,Q50636
Q5420653,Q47417
Q12271,Q47537
Q735,Q50637
Q50641,Q50637
Q838948,Q50637
Q2143054,Q50637
Q19702902,Q50637
Q25399875,Q50637
Q117287471,Q50637
Q107920131,Q104870168
Q304888,Q104913705
Q31796,Q105080727
Q105080952,Q105081275
Q105081726,Q105081301
Q1521187,Q105081450
Q309,Q50675
Q1137022,Q50675
Q1145106,Q50675
Q1517761,Q50675
Q7797462,Q50675
Q107451922,Q50675
Q107923750,Q50675
Q122983029,Q50675
Q255366,Q172145
Q3661294,Q172145
Q31191973,Q172145
Q81867,Q105582462
Q94556,Q105582462
Q137220,Q105582462
Q147298,Q105582462
Q169342,Q105582462
Q180152,Q105582462
Q184240,Q105582462
Q192627,Q105582462
Q196113,Q105582462
Q196327,Q105582462
Q272983,Q105582462
Q295130,Q105582462
Q305190,Q105582462
Q369745,Q105582462
Q374259,Q105582462
Q450059,Q105582462
Q471812,Q105582462
Q533543,Q105582462
Q546205,Q105582462
Q619751,Q105582462
Q760306,Q105582462
Q853516,Q105582462
Q910979,Q105582462
Q957208,Q105582462
Q1048314,Q105582462
Q1317719,Q105582462
Q1368303,Q105582462
Q1418805,Q105582462
Q2448456,Q105582462
Q2522451,Q105582462
Q2998796,Q105582462
Q3137150,Q105582462
Q3242894,Q105582462
Q4742182,Q105582462
Q7090308,Q105582462
Q7187882,Q105582462
Q7225666,Q105582462
Q8750399,Q105582462
Q14819792,Q105582462
Q14863538,Q105582462
Q14863550,Q105582462
Q14906506,Q105582462
Q14914025,Q105582462
Q21422893,Q105582462
Q22296259,Q105582462
Q22296811,Q105582462
Q22329035,Q105582462
Q22329039,Q105582462
Q22329040,Q105582462
Q22330242,Q105582462
Q24785022,Q105582462
Q26739327,Q105582462
Q27123988,Q105582462
Q45111867,Q105582462
Q48790495,Q105582462
Q59622840,Q105582462
Q60464703,Q105582462
Q61809711,Q105582462
Q66558259,Q105582462
Q66560141,Q105582462
Q67439593,Q105582462
Q67951467,Q105582462
Q105096490,Q105582462
Q105097163,Q105582462
Q105104282,Q105582462
Q106163269,Q105582462
Q106212002,Q105582462
Q113496102,Q105582462
Q113496395,Q105582462
Q113547662,Q105582462
Q115632614,Q105582462
Q83169,Q52107
Q8535454,Q52107
Q12046610,Q52107
Q20719696,Q52107
Q28706350,Q52107
Q59773603,Q52107
Q1075,Q105582462
Q7364,Q105582462
Q23786,Q105582462
Q991234,Q177567
Q207628,Q105107008
Q11895763,Q105107008
Q8054,Q105252429
Q166620,Q105277236
Q3632572,Q105277236
Q48832762,Q105277236
Q60140,Q105397778
Q771405,Q105397778
Q100251275,Q105397778
Q466491,Q163082
Q1990218,Q163082
Q12409135,Q163082
Q548662,Q178512
Q570755,Q178512
Q1740966,Q178512
Q18984099,Q178512
Q20027925,Q178512
Q29981662,Q178512
Q109973555,Q178512
Q131036510,Q178512
Q7698225,Q164204
Q11921029,Q164204
Q21114808,Q164204
Q115484611,Q164204
Q124432501,Q164204
Q124432591,Q164204
Q126077457,Q164204
Q130360964,Q164204
Q130542952,Q164204
Q130547419,Q164204
Q177058,Q192776
Q24895600,Q192776
Q101517027,Q192776
Q110509814,Q192776
Q110857102,Q192776
Q638,Q164204
Q188451,Q164204
Q189962,Q164204
Q12539163,Q179509
Q2381634,Q179797
Q187094,Q181505
Q2735933,Q181505
Q7937,Q52139
Q7942,Q52139
Q49367,Q52139
Q125928,Q52139
Q167336,Q52139
Q737514,Q52139
Q1092095,Q52139
Q1774425,Q52139
Q2615451,Q52139
Q2822701,Q52139
Q3509184,Q52139
Q6653802,Q52139
Q20673277,Q52139
Q25518718,Q52139
Q65067186,Q52139
Q114091572,Q52139
Q115958789,Q52139
Q117823202,Q52139
Q117846140,Q52139
Q119711123,Q52139
Q123427401,Q52139
Q123558947,Q52139
Q123843170,Q52139
Q131177264,Q52139
Q131177530,Q52139
Q131177612,Q52139
Q61257298,Q201486
Q380274,Q201486
Q689971,Q201486
Q1376201,Q201486
Q2653879,Q201486
Q3107378,Q201486
Q5225989,Q201486
Q5868414,Q201486
Q12616836,Q201486
Q12902270,Q188867
Q12765874,Q5891
Q12766299,Q5891
Q12767644,Q5891
Q12769950,Q5891
Q12771318,Q5891
Q12772521,Q5891
Q12772852,Q5891
Q12774390,Q5891
Q12774940,Q5891
Q12777629,Q5891
Q12777906,Q5891
Q12781055,Q5891
Q12781066,Q5891
Q12793650,Q5891
Q12797896,Q5891
Q12817295,Q5891
Q12827531,Q5891
Q13190100,Q5891
Q13376516,Q5891
Q13403650,Q5891
Q13406798,Q5891
Q13419620,Q5891
Q13421961,Q5891
Q22811234,Q5891
Q23306955,Q5891
Q28129985,Q5891
Q107394313,Q5891
Q113001585,Q5891
Q1091147,Q202833
Q105703688,Q202833
Q15832730,Q105590653
Q103242150,Q105590653
Q1132324,Q105809559
Q123492502,Q105989597
Q5135020,Q21198
Q5146178,Q21198
Q5157340,Q21198
Q7180787,Q21198
Q10314988,Q21198
Q11239209,Q21198
Q12774680,Q21198
Q12840878,Q21198
Q15563228,Q21198
Q21572183,Q21198
Q22046752,Q21198
Q55693885,Q21198
Q111681249,Q21198
Q2067951,Q69883
Q21950738,Q69883
Q129342331,Q69883
Q219416,Q69883
Q17936,Q21201
Q149584,Q21201
Q518261,Q21201
Q615684,Q21201
Q690068,Q21201
Q827149,Q21201
Q905036,Q21201
Q1129049,Q21201
Q1295751,Q21201
Q1412461,Q21201
Q1511781,Q21201
Q1637030,Q21201
Q2029930,Q21201
Q2142613,Q21201
Q2155325,Q21201
Q2356549,Q21201
Q2443212,Q21201
Q2703123,Q21201
Q2975393,Q21201
Q3211087,Q21201
Q3487487,Q21201
Q4080972,Q21201
Q5432718,Q21201
Q6005485,Q21201
Q6021318,Q21201
Q6151357,Q21201
Q8031514,Q21201
Q9339103,Q21201
Q9383690,Q21201
Q11697623,Q21201
Q13222181,Q21201
Q15148892,Q21201
Q17008781,Q21201
Q20669236,Q21201
Q76164271,Q21201
Q90921731,Q21201
Q105760881,Q21201
Q110930459,Q21201
Q124053338,Q21201
Q387015,Q80006
Q442601,Q11473
Q515546,Q11473
Q585346,Q11473
Q704747,Q11473
Q745416,Q11473
Q849392,Q11473
Q849484,Q11473
Q900598,Q11473
Q901483,Q11473
Q902806,Q11473
Q906849,Q11473
Q909741,Q11473
Q911035,Q11473
Q1048513,Q11473
Q1190709,Q11473
Q1417473,Q11473
Q1626812,Q11473
Q3656201,Q11473
Q3730852,Q11473
Q4184790,Q11473
Q4340379,Q11473
Q4455005,Q11473
Q4966898,Q11473
Q6104964,Q11473
Q7843530,Q11473
Q7907622,Q11473
Q10717651,Q11473
Q12823774,Q11473
Q16533230,Q11473
Q114451695,Q11473
Q7239650,Q188867
Q4836387,Q202833
Q1416320,Q191776
Q2310752,Q112800417
Q112933724,Q112933755
Q215501,Q112936679
Q7159342,Q112936679
Q6504956,Q112936830
Q320389,Q112939514
Q1749732,Q112939514
Q222046,Q112939581
Q28946449,Q112939581
Q4530312,Q112939592
Q104775885,Q112939592
Q683732,Q112939639
Q764912,Q112939639
Q28856,Q112939999
Q15473066,Q112939999
Q321249,Q112947641
Q6554084,Q112947641
Q160039,Q112955551
Q12718609,Q112955551
Q12482,Q112955904
Q1166618,Q112955904
Q1636734,Q112955904
Q550479,Q112969953
Q15709513,Q112969953
Q52106,Q112969963
Q377756,Q112969963
Q541936,Q112970717
Q5154950,Q112970717
Q16000119,Q112971034
Q111968621,Q112971034
Q12056539,Q2466
Q100167812,Q2466
Q1500131,Q2346
Q29856692,Q2346
Q1328737,Q112971079
Q3409313,Q112976881
Q5195145,Q112976895
Q16911265,Q112976895
Q1417815,Q112977070
Q107550344,Q112977070
Q580178,Q112980866
Q179805,Q112981240
Q9357091,Q112981240
Q381148,Q113001577
Q1147615,Q113001577
Q1147615,Q113001579
Q179805,Q113001585
Q180592,Q113001585
Q1027795,Q113041614
Q3935725,Q113041614
Q113112790,Q113041614
Q26383,Q113041763
Q489328,Q113041763
Q2281438,Q113042094
Q189101,Q113042499
Q2383867,Q113042499
Q14859963,Q113042499
Q26643,Q113043123
Q49389,Q113043123
Q2920921,Q113043123
Q1513578,Q25261
Q3333932,Q25261
Q3333936,Q25261
Q3382037,Q25261
Q3743695,Q25261
Q5406417,Q25261
Q7441914,Q25261
Q9335038,Q25261
Q25376919,Q25261
Q103821292,Q25261
Q117424688,Q25261
Q1824206,Q113043173
Q1346247,Q113043899
Q175002,Q113043917
Q538904,Q113043917
Q162555,Q113066539
Q1637543,Q113066539
Q17037142,Q113066539
Q59029,Q113077118
Q471400,Q113077118
Q23498,Q113077601
Q1066186,Q113077601
Q25101906,Q113077601
Q960543,Q113093825
Q7168264,Q113093825
Q110108177,Q113098010
Q853422,Q113098118
Q3294789,Q113098118
Q52107,Q113098245
Q64822409,Q113098245
Q766221,Q6689
Q787221,Q6689
Q839411,Q6689
Q902993,Q6689
Q1052625,Q6689
Q1137971,Q6689
Q1140487,Q6689
Q1270422,Q6689
Q1784202,Q6689
Q2487521,Q6689
Q3475720,Q6689
Q3943110,Q6689
Q114158984,Q6689
Q134167,Q7094
Q169525,Q7094
Q422649,Q7094
Q570714,Q7094
Q2487696,Q7094
Q52109,Q113098300
Q113098209,Q113098300
Q104648323,Q113101884
Q861356,Q113104072
Q2585724,Q113104072
Q4917288,Q113104535
Q193091,Q113112790
Q467054,Q113112790
Q461809,Q113114761
Q1412144,Q113114761
Q574107,Q113115026
Q47555,Q113115885
Q1510761,Q113115885
Q2736989,Q113125740
Q3179130,Q113125740
Q32492,Q113126650
Q107689736,Q113126650
Q107033785,Q113127694
Q113127685,Q113127694
Q150971,Q113127945
Q254183,Q113127945
Q675281,Q113127945
Q1041418,Q113127963
Q4218483,Q7094
Q7068213,Q7094
Q172839,Q11633
Q220300,Q11633
Q240388,Q11633
Q362054,Q11633
Q545981,Q11633
Q648877,Q11633
Q1051557,Q11633
Q1439636,Q11633
Q1823435,Q11633
Q2146489,Q11633
Q6459808,Q11633
Q7575196,Q11633
Q9261966,Q11633
Q11740753,Q11633
Q13637970,Q11633
Q23680462,Q11633
Q25615858,Q11633
Q78904697,Q11633
Q130519698,Q11633
Q182116,Q23404
Q1129049,Q23404
Q1275703,Q23404
Q1601482,Q23404
Q18207343,Q23404
Q21505779,Q23404
Q1000058,Q3872
Q1500332,Q3872
Q1684948,Q3872
Q107407196,Q3872
Q104869363,Q23404
Q8078,Q5891
Q44325,Q5891
Q128593,Q5891
Q175661,Q5891
Q179807,Q5891
Q192600,Q5891
Q193104,Q5891
Q484761,Q5891
Q491412,Q5891
Q988998,Q5891
Q1001360,Q5891
Q1068658,Q5891
Q1134306,Q5891
Q1328995,Q5891
Q1501248,Q5891
Q2247456,Q5891
Q2376229,Q5891
Q2376299,Q5891
Q2741398,Q5891
Q2823784,Q5891
Q3059502,Q5891
Q3745514,Q5891
Q4358242,Q5891
Q5033171,Q5891
Q5227788,Q5891
Q5832926,Q5891
Q6012916,Q5891
Q6928225,Q5891
Q6967958,Q5891
Q7188108,Q5891
Q9348588,Q5891
Q10638773,Q5891
Q12311287,Q5891
Q12359064,Q5891
Q12370437,Q5891
Q12377391,Q5891
Q12764383,Q5891
Q12764598,Q5891
Q862838,Q7100
Q3621694,Q7100
Q25931837,Q7100
Q100805444,Q7100
Q102290484,Q7100
Q102290507,Q7100
Q108102034,Q7100
Q16526661,Q3999
Q123385673,Q3999
Q104248068,Q27968
Q109587623,Q27968
Q159236,Q7108
Q742990,Q7108
Q862838,Q7108
Q882463,Q7108
Q3631109,Q7108
Q4086920,Q7108
Q16257937,Q7108
Q25419089,Q7108
Q64216492,Q7108
Q66593259,Q7108
Q116636554,Q7108
Q118592685,Q7108
Q131782974,Q7108
Q218810,Q31728
Q231828,Q31728
Q294414,Q31728
Q327333,Q31728
Q421895,Q31728
Q421908,Q31728
Q546113,Q31728
Q821513,Q31728
Q1298239,Q31728
Q1416296,Q31728
Q1444623,Q31728
Q1802122,Q31728
Q1875618,Q31728
Q2654422,Q31728
Q2894046,Q31728
Q4122445,Q31728
Q4383245,Q31728
Q16004448,Q31728
Q20604922,Q31728
Q25385700,Q31728
Q25392676,Q31728
Q30559504,Q31728
Q74562105,Q31728
Q76712938,Q31728
Q89616287,Q31728
Q108704339,Q31728
Q111659099,Q31728
Q124618681,Q31728
Q2853045,Q28598
Q3264987,Q28598
Q1567856,Q31218
Q64754219,Q31218
Q339051,Q31151
Q109607886,Q28617
Q3318173,Q29583
Q28920908,Q29583
Q518261,Q23498
Q637003,Q23498
Q645143,Q23498
Q765822,Q23498
Q830431,Q23498
Q959782,Q23498
Q1349587,Q23498
Q1456659,Q23498
Q1490797,Q23498
Q1787688,Q23498
Q2310752,Q23498
Q4785472,Q23498
Q7310741,Q23498
Q7312171,Q23498
Q9391946,Q23498
Q12957521,Q23498
Q24035270,Q23498
Q25346139,Q23498
Q26425130,Q23498
Q59220886,Q23498
Q60748471,Q23498
Q115634413,Q23498
Q123524300,Q23498
Q3009579,Q7141
Q3553148,Q7141
Q6694150,Q7141
Q11340669,Q7141
Q11699341,Q7141
Q104519408,Q7141
Q42250,Q7150
Q228716,Q7150
Q720858,Q7150
Q1361485,Q7150
Q2376299,Q7150
Q4530315,Q7150
Q9350344,Q7150
Q13644563,Q7150
Q55693915,Q7150
Q11216,Q33521
Q335632,Q33521
Q3623548,Q33521
Q8083978,Q33521
Q371174,Q11635
Q2416217,Q11635
Q2416230,Q11635
Q3237414,Q11635
Q3779713,Q11635
Q7777573,Q11635
Q10373229,Q11635
Q17172848,Q11635
Q19901606,Q11635
Q175805,Q11650
Q191042,Q11650
Q449343,Q11650
Q1229402,Q11650
Q1815901,Q11650
Q4493416,Q11650
Q5971975,Q11650
Q7118730,Q11650
Q12740266,Q11650
Q105870754,Q11650
Q106134426,Q11650
Q5658397,Q7781
Q5663109,Q7781
Q5899493,Q7781
Q6857638,Q7781
Q11862943,Q7781
Q11925943,Q7781
Q13048537,Q7781
Q14916493,Q7781
Q19632088,Q7781
Q35810458,Q7781
Q118405904,Q7781
Q125503413,Q7781
Q1601482,Q34187
Q121409207,Q34187
Q124542004,Q34187
Q124620780,Q34187
Q7781,Q7787
Q113162,Q7787
Q208761,Q7787
Q210701,Q7787
Q42250,Q25261
Q338346,Q25261
Q381517,Q25261
Q431672,Q25261
Q864590,Q25261
Q1032123,Q25261
Q1045317,Q25261
Q46306,Q11661
Q80993,Q11661
Q187652,Q11661
Q594593,Q11661
Q687889,Q11661
Q1172399,Q11661
Q1360012,Q11661
Q5957466,Q11661
Q6036771,Q11661
Q7670151,Q11661
Q10290707,Q11661
Q10322562,Q11661
Q11242886,Q11661
Q11251905,Q11661
Q212114,Q7787
Q213649,Q7787
Q216672,Q7787
Q506023,Q7787
Q568251,Q7787
Q2539418,Q7787
Q3974058,Q7787
Q5866751,Q7787
Q6460693,Q7787
Q11862976,Q7787
Q16796091,Q7787
Q21971240,Q7787
Q23262642,Q7787
Q28060026,Q7787
Q111993668,Q7787
Q112939719,Q7787
Q125075561,Q7787
Q125829354,Q7787
Q133267646,Q7787
Q8785,Q513850
Q79797,Q513850
Q652,Q515601
Q50001,Q515601
Q1992919,Q515601
Q1777362,Q580689
Q105989936,Q580689
Q856577,Q208163
Q3072260,Q208163
Q17092649,Q208163
Q123512011,Q208365
Q123585703,Q208365
Q124339552,Q208365
Q124378126,Q208365
Q124378185,Q208365
Q124392797,Q208365
Q124416842,Q208365
Q124432501,Q208365
Q124646509,Q208365
Q125056553,Q208365
Q125088409,Q208365
Q125886792,Q208365
Q125886952,Q208365
Q125888335,Q208365
Q125888423,Q208365
Q126077457,Q208365
Q130541651,Q208365
Q130542930,Q208365
Q130542952,Q208365
Q130543517,Q208365
Q130547022,Q208365
Q130547044,Q208365
Q130547053,Q208365
Q130547062,Q208365
Q130547070,Q208365
Q130547096,Q208365
Q130547109,Q208365
Q130547117,Q208365
Q130547139,Q208365
Q130547171,Q208365
Q130547192,Q208365
Q130547202,Q208365
Q130547209,Q208365
Q130547286,Q208365
Q130547391,Q208365
Q130547419,Q208365
Q130547488,Q208365
Q130547504,Q208365
Q130547522,Q208365
Q130547624,Q208365
Q130547644,Q208365
Q130547746,Q208365
Q130547783,Q208365
Q130547815,Q208365
Q130547825,Q208365
Q130547836,Q208365
Q130547850,Q208365
Q130549608,Q208365
Q130549621,Q208365
Q130549648,Q208365
Q130549660,Q208365
Q130549683,Q208365
Q130549691,Q208365
Q130549700,Q208365
Q130610654,Q208365
Q131293781,Q208365
Q9332,Q3919817
Q2515887,Q3919817
Q7808337,Q3919817
Q51714514,Q3919817
Q118359760,Q3919817
Q1377980,Q3724101
Q181937,Q3738441
Q323611,Q3741966
Q3875186,Q3741966
Q17131184,Q3741966
Q9134,Q580854
Q12827256,Q580854
Q1369217,Q7790
Q1412069,Q7790
Q2721785,Q7790
Q2746866,Q7790
Q3860401,Q7790
Q5866064,Q7790
Q9299550,Q7790
Q14606226,Q7790
Q16796091,Q7790
Q35810458,Q7790
Q123966502,Q7790
Q8242,Q208217
Q49084,Q208217
Q358697,Q208217
Q5190291,Q208217
Q6647660,Q208217
Q16532158,Q208217
Q36963,Q4181964
Q7737,Q4261898
Q7307,Q3744958
Q111632831,Q3798668
Q192161,Q3984091
Q194152,Q3984091
Q422187,Q3984091
Q935944,Q3984091
Q10874,Q3991234
Q41425,Q4076591
Q184806,Q4086949
Q21234514,Q603441
Q131130,Q615057
Q2990543,Q615057
Q95950904,Q615057
Q668,Q625510
Q133136,Q625510
Q135595,Q625510
Q323466,Q625510
Q622237,Q625510
Q862086,Q625510
Q6654,Q575929
Q167420,Q575929
Q1831475,Q575929
Q2748196,Q575929
Q13221620,Q575929
Q7364,Q618211
Q718694,Q596086
Q772845,Q596086
Q2409003,Q596086
Q391511,Q7791
Q585017,Q7791
Q790519,Q7791
Q921474,Q7791
Q2550755,Q7791
Q4850939,Q7791
Q5518616,Q7791
Q11865297,Q7791
Q20892097,Q7791
Q8798,Q4470675
Q4492214,Q625648
Q28602,Q625699
Q104784024,Q7791
Q4,Q620462
Q28608222,Q623221
Q12104193,Q4533017
Q16,Q4676302
Q18482565,Q4676302
Q113147148,Q4688251
Q29346438,Q4693974
Q269678,Q4752891
Q3310276,Q4752891
Q8513,Q4809258
Q3625629,Q4809258
Q5087085,Q4809258
Q1130390,Q4394526
Q6235,Q4314780
Q5690823,Q4353774
Q7249605,Q4388032
Q25203551,Q4388032
Q834199,Q4389316
Q1965381,Q4389316
Q27826761,Q4389316
Q256771,Q7867
Q1278031,Q7867
Q1380905,Q7867
Q1407263,Q7867
Q1514678,Q7867
Q1741745,Q7867
Q1937818,Q7867
Q2976167,Q7867
Q4313186,Q7867
Q4681117,Q7867
Q5263805,Q7867
Q5933911,Q7867
Q12131,Q627208
Q3149923,Q627208
Q5853064,Q627208
Q10857933,Q627208
Q11900327,Q627208
Q61890180,Q627208
Q98178108,Q627208
Q11772,Q7794
Q182062,Q7794
Q210443,Q7794
Q1204808,Q7794
Q1516494,Q7794
Q104870554,Q7794
Q483236,Q208365
Q774475,Q208365
Q1092924,Q208365
Q1187080,Q208365
Q1371394,Q208365
Q1432540,Q208365
Q1865976,Q208365
Q1896571,Q208365
Q5985066,Q208365
Q7698225,Q208365
Q28807008,Q208365
Q72862526,Q208365
Q101246401,Q208365
Q108865224,Q208365
Q115193765,Q208365
Q123511879,Q208365
Q123511919,Q208365
Q123511930,Q208365
Q123511963,Q208365
Q123511976,Q208365
Q123511987,Q208365
Q123511995,Q208365
Q41207,Q631286
Q131647,Q631286
Q21040628,Q631286
Q6857804,Q7867
Q13081917,Q7867
Q28402643,Q7867
Q62577338,Q7867
Q63457393,Q7867
Q69906307,Q7867
Q7572612,Q4811702
Q182505,Q4874481
Q964797,Q4894037
Q63177917,Q4894037
Q55084034,Q650032
Q111128198,Q651935
Q113388602,Q4764962
Q7102480,Q4773888
Q102192,Q4782809
Q184395,Q4782809
Q3289906,Q4782809
Q11366180,Q4785363
Q727928,Q4806576
Q11908691,Q633538
Q33100,Q131476
Q381009,Q131476
Q1192971,Q131476
Q2585642,Q131476
Q4274653,Q131476
Q4677986,Q131476
Q4724003,Q131476
Q5178114,Q131476
Q5418703,Q131476
Q5467387,Q131476
Q7178199,Q131476
Q109645771,Q131476
Q114704207,Q131476
Q122897664,Q131476
Q7748,Q4932206
Q146491,Q4932206
Q223569,Q4932206
Q327197,Q4932206
Q780687,Q4932206
Q1456832,Q4932206
Q2478386,Q4932206
Q4967356,Q4932206
Q6937735,Q4932206
Q7210338,Q4932206
Q11022655,Q4932206
Q45949533,Q4932206
Q89664877,Q4932206
Q108704339,Q4932206
Q124357288,Q4932206
Q130466198,Q4932206
Q2852249,Q631521
Q216378,Q1061656
Q763978,Q641498
Q112293176,Q641498
Q126019871,Q641498
Q309,Q1066186
Q1354775,Q1066186
Q1517747,Q1066186
Q1641744,Q1066186
Q3750478,Q1066186
Q5867898,Q1066186
Q6428674,Q1066186
Q17524420,Q1066186
Q30277550,Q1066186
Q112158036,Q1066186
Q373752,Q645938
Q1919654,Q645938
Q10436169,Q645938
Q6913459,Q132116
Q11794350,Q141090
Q864826,Q134783
Q1456659,Q134783
Q1732190,Q134783
Q9096832,Q134783
Q13049329,Q134783
Q495274,Q1127188
Q926217,Q1127188
Q1660379,Q1127188
